1117	"PTB_WSJ"	"their"	"children"	8	9	20400		
1118	"PTB_WSJ"	"their"	"children"	13	14	20438		
1119	"PTB_WSJ"	"their"	"children"	10	11	26726		
1120	"PTB_WSJ"	"their"	"children"	26	27	26764		
1121	"PTB_WSJ"	"their"	"children"	15	17	27630		
1122	"PTB_WSJ"	"their"	"children"	19	20	28934		
1123	"PTB_WSJ"	"their"	"children"	4	5	30922		
1124	"PTB_WSJ"	"my"	"child"	3	5	11229		
1125	"PTB_WSJ"	"their"	"child"	5	7	22306		
1126	"PTB_WSJ"	"your"	"child"	19	20	9662		
1127	"PTB_WSJ"	"your"	"child"	3	4	15325		
1128	"PTB_WSJ"	"your"	"child"	6	7	26786		
1129	"PTB_WSJ"	"Noriega"	"half-brother"	6	8	36330		
1130	"PTB_WSJ"	"Noriega"	"brother"	18	20	36426		
1131	"PTB_WSJ"	"her"	"spouse"	12	13	1440		
1132	"PTB_WSJ"	"Your"	"Spouse"	3	4	27181		
1133	"PTB_WSJ"	"their"	"spouses"	12	13	6806		
1134	"PTB_WSJ"	"their"	"spouses"	4	5	31802		
1135	"PTB_WSJ"	"their"	"spouses"	8	9	36188		
1136	"PTB_WSJ"	"Chan"	"sons"	20	22	27621		
1137	"PTB_WSJ"	"her"	"sons"	24	26	22251		
1138	"PTB_WSJ"	"his"	"sons"	16	18	10269		
1139	"PTB_WSJ"	"his"	"sons"	9	11	35088		
1140	"PTB_WSJ"	"Max"	"sons"	6	8	35090		
1141	"PTB_WSJ"	"founder"	"son"	5	7	5238		
1142	"PTB_WSJ"	"founder"	"son"	10	12	23753		
1143	"PTB_WSJ"	"Her"	"son"	1	2	15326		
1144	"PTB_WSJ"	"her"	"son"	25	27	27208		
1145	"PTB_WSJ"	"his"	"son"	12	13	6691		
1146	"PTB_WSJ"	"his"	"son"	35	36	10876		
1147	"PTB_WSJ"	"his"	"son"	10	11	10901		
1148	"PTB_WSJ"	"his"	"son"	34	35	24563		
1149	"PTB_WSJ"	"his"	"son"	3	4	24566		
1150	"PTB_WSJ"	"his"	"son"	15	16	36662		
1151	"PTB_WSJ"	"latter"	"son"	2	4	21211		
1152	"PTB_WSJ"	"Thatcher"	"son"	34	36	11893		
1153	"PTB_WSJ"	"their"	"son"	26	28	10689		
1154	"PTB_WSJ"	"whose"	"son"	24	25	15335		
1155	"PTB_WSJ"	"their"	"uncle"	4	5	15430		
1156	"PTB_WSJ"	"her"	"brother"	22	23	12280		
1157	"PTB_WSJ"	"her"	"brother"	57	58	12280		
1158	"PTB_WSJ"	"her"	"brother"	16	17	12293		
1159	"PTB_WSJ"	"His"	"brother"	1	2	5944		
1160	"PTB_WSJ"	"his"	"brother"	43	44	6346		
1161	"PTB_WSJ"	"his"	"brother"	24	25	8518		
1162	"PTB_WSJ"	"his"	"brother"	9	11	11653		
1163	"PTB_WSJ"	"his"	"brother"	13	14	25247		
1164	"PTB_WSJ"	"his"	"brother"	20	21	36335		
1165	"PTB_WSJ"	"Kate"	"brother"	28	33	6165		
1166	"PTB_WSJ"	"Max"	"brother"	3	5	35089		
1167	"PTB_WSJ"	"my"	"brother"	17	18	10819		
1168	"PTB_WSJ"	"its"	"brethren"	23	25	3969		
1169	"PTB_WSJ"	"its"	"brethren"	8	9	20834		
1170	"PTB_WSJ"	"their"	"brethren"	15	18	9955		
1171	"PTB_WSJ"	"his"	"peers"	3	4	30757		
1172	"PTB_WSJ"	"his"	"peers"	7	9	36336		
1173	"PTB_WSJ"	"their"	"peers"	19	20	39521		
1174	"PTB_WSJ"	"AIR"	"PARENT"	2	4	22135		
1175	"PTB_WSJ"	"Air"	"parent"	11	13	30619		
1176	"PTB_WSJ"	"Air"	"parent"	20	22	34870		
1177	"PTB_WSJ"	"Air"	"parent"	34	36	38096		
1178	"PTB_WSJ"	"Airlines"	"parent"	33	35	19398		
1179	"PTB_WSJ"	"Airlines"	"parent"	19	21	20871		
1180	"PTB_WSJ"	"Airlines"	"parent"	30	32	38279		
1181	"PTB_WSJ"	"American"	"parent"	8	10	19642		
1182	"PTB_WSJ"	"Arby"	"parent"	10	12	13100		
1183	"PTB_WSJ"	"bank"	"parent"	13	15	10098		
1184	"PTB_WSJ"	"Center"	"parent"	37	39	17209		
1185	"PTB_WSJ"	"Eagle"	"parent"	26	28	31372		
1186	"PTB_WSJ"	"Eastern"	"parent"	13	15	36766		
1187	"PTB_WSJ"	"Interprovincial"	"parent"	11	14	5391		
1188	"PTB_WSJ"	"its"	"parent"	18	20	3341		
1189	"PTB_WSJ"	"its"	"parent"	17	18	6404		
1190	"PTB_WSJ"	"its"	"parent"	11	12	13476		
1191	"PTB_WSJ"	"its"	"parent"	15	16	14673		
1192	"PTB_WSJ"	"its"	"parent"	18	19	15969		
1193	"PTB_WSJ"	"its"	"parent"	11	12	16407		
1194	"PTB_WSJ"	"its"	"parent"	18	19	18263		
1195	"PTB_WSJ"	"Lincoln"	"parent"	26	28	2700		
1196	"PTB_WSJ"	"Lincoln"	"parent"	12	14	2706		
1197	"PTB_WSJ"	"Lincoln"	"parent"	10	12	2727		
1198	"PTB_WSJ"	"Star"	"parent"	2	6	30342		
1199	"PTB_WSJ"	"thrift"	"parent"	10	12	22216		
1200	"PTB_WSJ"	"United"	"parent"	10	12	39773		
1201	"PTB_WSJ"	"her"	"parents"	17	18	15322		
1202	"PTB_WSJ"	"her"	"parents"	18	19	22251		
1203	"PTB_WSJ"	"Her"	"parents"	1	2	33748		
1204	"PTB_WSJ"	"his"	"parents"	17	18	6873		
1205	"PTB_WSJ"	"my"	"parents"	26	27	9403		
1206	"PTB_WSJ"	"networks"	"parents"	16	20	8542		
1207	"PTB_WSJ"	"our"	"parents"	17	18	20391		
1208	"PTB_WSJ"	"their"	"parents"	11	12	20143		
1209	"PTB_WSJ"	"their"	"parents"	14	15	22800		
1210	"PTB_WSJ"	"Volokh"	"parents"	4	6	22309		
1211	"PTB_WSJ"	"whose"	"parents"	20	21	1337		
1212	"PTB_WSJ"	"her"	"mother"	10	11	21552		
1213	"PTB_WSJ"	"Her"	"mother"	1	2	22301		
1214	"PTB_WSJ"	"her"	"mother"	13	14	22309		
1215	"PTB_WSJ"	"her"	"mother"	13	16	31495		
1216	"PTB_WSJ"	"her"	"mother"	20	21	36300		
1217	"PTB_WSJ"	"her"	"mother"	5	6	39647		
1218	"PTB_WSJ"	"her"	"mother"	4	5	39651		
1219	"PTB_WSJ"	"his"	"mother"	41	42	61		
1220	"PTB_WSJ"	"his"	"mother"	32	33	5088		
1221	"PTB_WSJ"	"his"	"mother"	17	19	11662		
1222	"PTB_WSJ"	"his"	"mother"	47	48	12506		
1223	"PTB_WSJ"	"his"	"mother"	3	4	22805		
1224	"PTB_WSJ"	"his"	"mother"	24	25	29254		
1225	"PTB_WSJ"	"his"	"mother"	9	10	36840		
1226	"PTB_WSJ"	"his"	"mother"	14	15	37018		
1227	"PTB_WSJ"	"Parks"	"mother"	2	4	39641		
1228	"PTB_WSJ"	"his"	"mother-in-law"	34	35	22893		
1229	"PTB_WSJ"	"our"	"mothers"	7	8	33749		
1230	"PTB_WSJ"	"his"	"mistress"	12	14	36300		
1231	"PTB_WSJ"	"their"	"mistresses"	17	18	36350		
1232	"PTB_WSJ"	"her"	"grandfather"	4	5	23883		
1233	"PTB_WSJ"	"his"	"grandfather"	13	14	10859		
1234	"PTB_WSJ"	"my"	"grandkids"	12	13	33266		
1235	"PTB_WSJ"	"wife"	"grandmother"	38	40	26562		
1236	"PTB_WSJ"	"Schwarz"	"great-grandfather"	2	4	12659		
1237	"PTB_WSJ"	"her"	"father"	7	8	22301		
1238	"PTB_WSJ"	"Her"	"father"	1	2	22933		
1239	"PTB_WSJ"	"his"	"father"	16	17	13541		
1240	"PTB_WSJ"	"His"	"father"	1	2	20685		
1241	"PTB_WSJ"	"his"	"father"	7	8	23363		
1242	"PTB_WSJ"	"his"	"father"	3	4	24461		
1243	"PTB_WSJ"	"his"	"father"	8	9	26546		
1244	"PTB_WSJ"	"his"	"father"	14	16	31131		
1245	"PTB_WSJ"	"his"	"father"	13	14	31164		
1246	"PTB_WSJ"	"his"	"father"	15	16	33752		
1247	"PTB_WSJ"	"his"	"father"	6	7	36334		
1248	"PTB_WSJ"	"his"	"father"	33	35	36839		
1249	"PTB_WSJ"	"his"	"father"	14	15	36840		
1250	"PTB_WSJ"	"his"	"father"	12	13	38784		
1251	"PTB_WSJ"	"Hope"	"father"	48	50	22575		
1252	"PTB_WSJ"	"my"	"father"	15	16	28931		
1253	"PTB_WSJ"	"my"	"father"	2	3	31134		
1254	"PTB_WSJ"	"my"	"father"	17	18	33111		
1255	"PTB_WSJ"	"my"	"father"	6	7	39197		
1256	"PTB_WSJ"	"Schwarz"	"father"	2	4	12660		
1257	"PTB_WSJ"	"your"	"father"	11	12	6242		
1258	"PTB_WSJ"	"your"	"father"	5	6	15845		
1259	"PTB_WSJ"	"your"	"father"	7	8	37401		
1260	"PTB_WSJ"	"your"	"father"	9	10	37402		
1261	"PTB_WSJ"	"my"	"father-in-law"	26	27	26510		
1262	"PTB_WSJ"	"our"	"fathers"	6	7	8059		
1263	"PTB_WSJ"	"her"	"kinfolk"	28	29	6158		
1264	"PTB_WSJ"	"your"	"kid"	16	17	26719		
1265	"PTB_WSJ"	"his"	"kids"	28	29	12455		
1266	"PTB_WSJ"	"My"	"kids"	1	2	26539		
1267	"PTB_WSJ"	"your"	"kids"	16	17	26700		
1268	"PTB_WSJ"	"your"	"kids"	7	8	36267		
1269	"PTB_WSJ"	"his"	"siblings"	6	8	11657		
1270	"PTB_WSJ"	"his"	"ex-wife"	27	28	12420		
1271	"PTB_WSJ"	"their"	"farmwives"	6	9	537		
1272	"PTB_WSJ"	"Claudio"	"sister"	5	7	12280		
1273	"PTB_WSJ"	"Engelken"	"sister"	4	6	10681		
1274	"PTB_WSJ"	"her"	"sister"	10	11	11056		
1275	"PTB_WSJ"	"Her"	"sister"	1	2	11057		
1276	"PTB_WSJ"	"his"	"sister"	16	17	6169		
1277	"PTB_WSJ"	"his"	"sister"	7	8	8582		
1278	"PTB_WSJ"	"his"	"sister"	8	9	11327		
1279	"PTB_WSJ"	"Her"	"sister-in-law"	1	2	6172		
1280	"PTB_WSJ"	"her"	"then-husband"	17	18	6306		
1281	"PTB_WSJ"	"everybody"	"mom"	29	32	18026		
1282	"PTB_WSJ"	"Elie"	"cousin"	43	46	10282		
1283	"PTB_WSJ"	"my"	"cousin"	42	43	26529		
1284	"PTB_WSJ"	"their"	"cousins"	13	16	23975		
							
1286	"PTB_WSJ"	"wife"	"aunt"	24	27	4784		
1287	"PTB_WSJ"	"her"	"boy"	5	6	28968		
1288	"PTB_WSJ"	"your"	"toddler"	23	24	26703		
1289	"PTB_WSJ"	"her"	"husband"	19	18	22306		
1290	"PTB_WSJ"	"Her"	"Pa"	1	2	6160		
1291	"PTB_WSJ"	"Kate"	"Ma"	1	3	6171		
1292	"PTB_WSJ"	"his"	"father"	17	16	15423		
1293	"PTB_WSJ"	"my"	"brother"	12	11	10818		
1294	"PTB_WSJ"	"their"	"baby"	27	28	13525		
1295	"PTB_WSJ"	"her"	"brother"	8	7	12285		
7155	"PTB_WSJ"	"whose"	"girl"	41	44	36263		
							
1296	"JB"	"his"	"brother"	35	37	2389	"Kala Nag put Little Toomai down , and he bowed to the earth again and went away with his father , and gave the silver four-anna piece to his mother , who was nursing <b>his</b> baby <b>brother</b> , and they all were put up on Kala Nag 's back , and the line of grunting , squealing elephants rolled down the hill path to the plains . "	
1297	"JB"	"his"	"brother"	29	31	2436	"The new elephants strained at their ropes , and squealed and trumpeted from time to time , and he could hear his mother in the camp hut putting <b>his</b> small <b>brother</b> to sleep with an old , old song about the great God Shiv , who once told all the animals what they should eat . "	
1298	"JB"	"our"	"brother"	4	5	399	"`` He is <b>our</b> <b>brother</b> in all but blood , '' Akela went on , `` and ye would kill him here ! "	
1299	"JB"	"your"	"brother"	6	7	431	"Because I was all but <b>your</b> <b>brother</b> in blood , I promise that when I am a man among men I will not betray ye to men as ye have betrayed me . '' "	
1300	"JB"	"his"	"brothers"	13	14	252	"`` And what is a man that he should not run with <b>his</b> <b>brothers</b> ? '' said Mowgli . "	
1301	"JB"	"my"	"brothers"	4	5	255	"Surely they are <b>my</b> <b>brothers</b> ! '' "	
1302	"JB"	"my"	"brothers"	7	8	417	"So I do not call ye <b>my</b> <b>brothers</b> any more , but sag [ dogs ] , as a man should . "	
1303	"JB"	"my"	"Brothers"	11	12	971	"But , oh , they have handled ye grievously , <b>my</b> <b>Brothers</b> ! "	
1304	"JB"	"my"	"brothers"	15	16	1516	"Through the night , through the hot night , run swiftly with me , <b>my</b> <b>brothers</b> . "	
1305	"JB"	"my"	"brothers"	107	108	2553	"And at last , when the flames died down , and the red light of the logs made the elephants look as though they had been dipped in blood too , Machua Appa , the head of all the drivers of all the Keddahs -- Machua Appa , Petersen Sahib 's other self , who had never seen a made road in forty years : Machua Appa , who was so great that he had no other name than Machua Appa , -- leaped to his feet , with Little Toomai held high in the air above his head , and shouted : `` Listen , <b>my</b> <b>brothers</b> "	
1306	"JB"	"our"	"brothers"	92	93	504	"The big , serious , old brown bear was delighted to have so quick a pupil , for the young wolves will only learn as much of the Law of the Jungle as applies to their own pack and tribe , and run away as soon as they can repeat the Hunting Verse -- '' Feet that make no noise ; eyes that can see in the dark ; ears that can hear the winds in their lairs , and sharp white teeth , all these things are the marks of <b>our</b> <b>brothers</b> except Tabaqui the Jackal and the Hyaena whom we hate "	
1307	"JB"	"man"	"child"	18	20	319	"And when the morning came and the mists were all white and cold , he saw the <b>man</b> 's <b>child</b> pick up a wicker pot plastered inside with earth , fill it with lumps of red-hot charcoal , put it under his blanket , and go out to tend the cows in the byre . "	
1308	"JB"	"man"	"child"	7	9	379	"He is a man , a <b>man</b> 's <b>child</b> , and from the marrow of my bones I hate him ! '' "	
1309	"JB"	"woodcutter"	"child"	7	9	623	"Of course Mowgli , as a <b>woodcutter</b> 's <b>child</b> , inherited all sorts of instincts , and used to make little huts of fallen branches without thinking how he came to do it . "	
1310	"JB"	"her"	"children"	17	18	85	"Now , was there ever a wolf that could boast of a man 's cub among <b>her</b> <b>children</b> ? '' "	
1311	"JB"	"his"	"children"	28	29	52	"The Law of the Jungle , which never orders anything without a reason , forbids every beast to eat Man except when he is killing to show <b>his</b> <b>children</b> how to kill , and then he must hunt outside the hunting grounds of his pack or tribe . "	
1312	"JB"	"Nagaina"	"children"	7	9	2121	"And just because he knew that <b>Nagaina</b> 's <b>children</b> were born in eggs like his own , he did n't think at first that it was fair to kill them . "	
1313	"JB"	"our"	"children"	38	39	2047	"So long as the bungalow is empty , we are king and queen of the garden ; and remember that as soon as our eggs in the melon bed hatch ( as they may tomorrow ) , <b>our</b> <b>children</b> will need room and quiet . '' "	
1314	"JB"	"their"	"children"	10	11	1601	"There were always a few hundred mothers hunting for <b>their</b> <b>children</b> through the playgrounds , and the babies were kept lively . "	
1315	"JB"	"her"	"cubs"	15	10	1	"Mother Wolf lay with her big gray nose dropped <b>across</b> her four tumbling , <b>squealing</b> cubs , and the moon shone into the mouth of the cave where they all lived . "	
1316	"JB"	"cub"	"cub"	3	5	1241	"What a <b>cub</b> 's <b>cub</b> it is ! "	
1317	"JB"	"man"	"cub"	5	7	75	"`` Is that a <b>man</b> 's <b>cub</b> ? '' said Mother Wolf . "	
1318	"JB"	"man"	"cub"	6	8	84	"And so this is a <b>man</b> 's <b>cub</b> . "	
1319	"JB"	"man"	"cub"	13	15	85	"Now , was there ever a wolf that could boast of a <b>man</b> 's <b>cub</b> among her children ? '' "	
1320	"JB"	"man"	"cub"	2	4	94	"A <b>man</b> 's <b>cub</b> went this way , '' said Shere Khan . "	
1321	"JB"	"man"	"cub"	2	4	102	"The <b>man</b> 's <b>cub</b> is ours -- to kill if we choose . '' "	
1322	"JB"	"man"	"cub"	2	4	110	"The <b>man</b> 's <b>cub</b> is mine , Lungri -- mine to me ! "	
1323	"JB"	"man"	"cub"	10	12	151	"What have the Free People to do with a <b>man</b> 's <b>cub</b> ? '' "	
1324	"JB"	"man"	"cub"	36	38	156	"There was a chorus of deep growls , and a young wolf in his fourth year flung back Shere Khan 's question to Akela : `` What have the Free People to do with a <b>man</b> 's <b>cub</b> ? '' "	
1325	"JB"	"man"	"cub"	3	5	162	"`` The <b>man</b> 's <b>cub</b> -- the man 's cub ? '' he said . "	
1326	"JB"	"man"	"cub"	8	10	162	"`` The man 's cub -- the <b>man</b> 's <b>cub</b> ? '' he said . "	
1327	"JB"	"man"	"cub"	6	8	163	"`` I speak for the <b>man</b> 's <b>cub</b> . "	
1328	"JB"	"man"	"cub"	7	9	164	"There is no harm in a <b>man</b> 's <b>cub</b> . "	
1329	"JB"	"man"	"cub"	18	20	244	"`` Tabaqui came to me not long ago with some rude talk that I was a naked <b>man</b> 's <b>cub</b> and not fit to dig pig-nuts . "	
1330	"JB"	"man"	"cub"	7	9	267	"`` Oh , thou art a <b>man</b> 's <b>cub</b> , '' said the Black Panther very tenderly . "	
1331	"JB"	"man"	"cub"	5	7	290	"`` There speaks the <b>man</b> 's <b>cub</b> , '' said Bagheera proudly . "	
1332	"JB"	"man"	"cub"	9	11	357	"There were yells of `` Silence , thou <b>man</b> 's <b>cub</b> ! '' "	
1333	"JB"	"man"	"cub"	3	5	397	"`` No <b>man</b> 's <b>cub</b> can run with the people of the jungle , '' howled Shere Khan . "	
1334	"JB"	"man"	"cub"	12	14	461	"`` Now I know thou art a man , and a <b>man</b> 's <b>cub</b> no longer . "	
1335	"JB"	"his"	"cubs"	5	6	137	"Father Wolf waited till <b>his</b> <b>cubs</b> could run a little , and then on the night of the Pack Meeting took them and Mowgli and Mother Wolf to the Council Rock -- a hilltop covered with stones and boulders where a hundred wolves could hide . "	
1336	"JB"	"his"	"cubs"	23	25	1054	"Bagheera gave him half a dozen love-taps from a panther 's point of view ( they would hardly have waked one of <b>his</b> own <b>cubs</b> ) , but for a seven-year-old boy they amounted to as severe a beating as you could wish to avoid . "	
1337	"JB"	"my"	"cubs"	17	18	475	"For , listen , child of man , I loved thee more than ever I loved <b>my</b> <b>cubs</b> . '' "	
1338	"JB"	"their"	"cubs"	4	5	203	"`` Men and <b>their</b> <b>cubs</b> are very wise . "	
1339	"JB"	"Wolf"	"cubs"	15	17	1141	"`` Phew ! '' said Gray Brother ( he was the eldest of Mother <b>Wolf</b> 's <b>cubs</b> ) . "	
							
1340	"JB"	"his"	"father"	46	47	157	"Now , the Law of the Jungle lays down that if there is any dispute as to the right of a cub to be accepted by the Pack , he must be spoken for by at least two members of the Pack who are not <b>his</b> <b>father</b> and mother . "	
1341	"JB"	"his"	"father"	21	22	1595	"He paddled and scrambled about by his mother 's side , and learned to scuffle out of the way when <b>his</b> <b>father</b> was fighting with another seal , and the two rolled and roared up and down the slippery rocks . "	
1342	"JB"	"his"	"father"	60	61	1767	"This cheered him immensely ; and when he came back to Novastoshnah that summer , Matkah , his mother , begged him to marry and settle down , for he was no longer a holluschick but a full-grown sea-catch , with a curly white mane on his shoulders , as heavy , as big , and as fierce as <b>his</b> <b>father</b> . "	
1343	"JB"	"his"	"father"	5	6	1846	"Old Sea Catch , <b>his</b> <b>father</b> , saw him tearing past , hauling the grizzled old seals about as though they had been halibut , and upsetting the young bachelors in all directions ; and Sea Catch gave a roar and shouted : `` He may be a fool , but he is the best fighter on the beaches ! "	
1344	"JB"	"his"	"father"	18	19	1896	"One day , a high summer flood washed him out of the burrow where he lived with <b>his</b> <b>father</b> and mother , and carried him , kicking and clucking , down a roadside ditch . "	
1345	"JB"	"his"	"father"	11	12	1908	"`` Do n't be frightened , Teddy , '' said <b>his</b> <b>father</b> . "	
1346	"JB"	"His"	"father"	1	2	2000	"<b>His</b> <b>father</b> ran out with a stick , but by the time he came up , Karait had lunged out once too far , and Rikki-tikki had sprung , jumped on the snake 's back , dropped his head far between his forelegs , bitten as high up the back as he could get hold , and rolled away . "	
1347	"JB"	"his"	"father"	7	8	2155	"Teddy 's eyes were fixed on <b>his</b> <b>father</b> , and all his father could do was to whisper , `` Sit still , Teddy . "	
1348	"JB"	"his"	"father"	12	13	2155	"Teddy 's eyes were fixed on his father , and all <b>his</b> <b>father</b> could do was to whisper , `` Sit still , Teddy . "	
1349	"JB"	"his"	"father"	23	24	2279	"He was ten years old , the eldest son of Big Toomai , and , according to custom , he would take <b>his</b> <b>father</b> 's place on Kala Nag 's neck when he grew up , and would handle the heavy iron ankus , the elephant goad , that had been worn smooth by his father , and his grandfather , and his great-grandfather . "	
1350	"JB"	"his"	"father"	55	56	2279	"He was ten years old , the eldest son of Big Toomai , and , according to custom , he would take his father 's place on Kala Nag 's neck when he grew up , and would handle the heavy iron ankus , the elephant goad , that had been worn smooth by <b>his</b> <b>father</b> , and his grandfather , and his great-grandfather . "	
1351	"JB"	"his"	"father"	25	26	2282	"`` Wah ! '' said Little Toomai , `` thou art a big elephant , '' and he wagged his fluffy head , quoting <b>his</b> <b>father</b> . "	
1352	"JB"	"his"	"father"	19	20	2389	"Kala Nag put Little Toomai down , and he bowed to the earth again and went away with <b>his</b> <b>father</b> , and gave the silver four-anna piece to his mother , who was nursing his baby brother , and they all were put up on Kala Nag 's back , and the line of grunting , squealing elephants rolled down the hill path to the plains . "	
1353	"JB"	"his"	"father"	6	7	2449	"He knew that he and <b>his</b> <b>father</b> and his grandfather had done the very same thing hundreds of times before . "	
1354	"JB"	"his"	"father"	26	27	2795	"`` Never you mind my family on my father 's side , '' said Billy angrily , for every mule hates to be reminded that <b>his</b> <b>father</b> was a donkey . "	
1355	"JB"	"my"	"father"	8	9	2795	"`` Never you mind my family on <b>my</b> <b>father</b> 's side , '' said Billy angrily , for every mule hates to be reminded that his father was a donkey . "	
1356	"JB"	"My"	"father"	2	3	2796	"`` <b>My</b> <b>father</b> was a Southern gentleman , and he could pull down and bite and kick into rags every horse he came across . "	
1357	"JB"	"Our"	"father"	1	2	2786	"<b>Our</b> <b>father</b> was a sacred bull of Shiva . "	
1358	"JB"	"Teddy"	"father"	14	16	2002	"He went away for a dust bath under the castor-oil bushes , while <b>Teddy</b> 's <b>father</b> beat the dead Karait . "	
1359	"JB"	"Teddy"	"father"	34	36	2004	"`` I have settled it all ; '' and then Teddy 's mother picked him up from the dust and hugged him , crying that he had saved Teddy from death , and <b>Teddy</b> 's <b>father</b> said that he was a providence , and Teddy looked on with big scared eyes . "	
