13082	"PTB_WSJ"	"A"	"reliever"	11	13	6753		
2556	"PTB_WSJ"	"Czechoslovakia"	"premier"	1	3	15418		
13208	"PTB_WSJ"	"Damascus"	"troops"	15	18	26018		
13211	"PTB_WSJ"	"defendants"	"lawyers"	22	24	32785		
13212	"PTB_WSJ"	"Department"	"coordinator"	18	21	9189		
13214	"PTB_WSJ"	"designer"	"attorney"	2	4	20266		
13215	"PTB_WSJ"	"Dictaphone"	"manager"	16	18	15792		
13219	"PTB_WSJ"	"Digital"	"subcontractors"	22	24	12811		
13220	"PTB_WSJ"	"Dingell"	"committee"	10	13	25291		
5416	"PTB_WSJ"	"Dinkins"	"circle"	2	5	10943		
13222	"PTB_WSJ"	"Dinkins"	"manager"	2	5	10927		
13223	"PTB_WSJ"	"directors"	"committee"	21	23	12912		
13226	"PTB_WSJ"	"Eastern"	"committee"	1	4	1776		
13227	"PTB_WSJ"	"Eastern"	"committee"	9	12	5430		
13228	"PTB_WSJ"	"Eaton"	"group"	9	14	20286		
13230	"PTB_WSJ"	"EPA"	"staff"	7	11	20338		
13233	"PTB_WSJ"	"exchange"	"Committee"	28	33	14425		
13234	"PTB_WSJ"	"exchange"	"specialists"	25	28	2942		
13235	"PTB_WSJ"	"exchange"	"traders"	13	17	2925		
13238	"PTB_WSJ"	"Exxon"	"coordinator"	11	14	8280		
							
							
13243	"PTB_WSJ"	"Fed"	"committee"	19	23	37981		
13244	"PTB_WSJ"	"Fed"	"ranks"	14	16	7828		
13245	"PTB_WSJ"	"Federal"	"employees"	1	3	22985		
13246	"PTB_WSJ"	"Federal"	"pilots"	4	6	23051		
13247	"PTB_WSJ"	"Federal"	"workers"	20	22	23003		
13248	"PTB_WSJ"	"Federation"	"panel"	9	13	8275		
13249	"PTB_WSJ"	"firm"	"committee"	22	26	21754		
13250	"PTB_WSJ"	"firm"	"counsel"	10	13	17753		
13253	"PTB_WSJ"	"firm"	"force"	2	5	7956		
13254	"PTB_WSJ"	"firm"	"group"	13	17	13094		
13255	"PTB_WSJ"	"firm"	"managers"	17	20	7012		
13259	"PTB_WSJ"	"firm"	"secretary"	6	8	17757		
2632	"PTB_WSJ"	"Francisco"	"inspector"	25	29	24258		
13264	"PTB_WSJ"	"fund"	"lawyers"	2	4	24473		
13266	"PTB_WSJ"	"GAF"	"attorney"	13	15	21716		
13268	"PTB_WSJ"	"Gandhi"	"opposition"	8	10	37035		
13269	"PTB_WSJ"	"Garcia"	"staff"	12	15	24181		
13270	"PTB_WSJ"	"Gaubert"	"lawyer"	2	4	30007		
13274	"PTB_WSJ"	"Giuliani"	"consultant"	14	17	24524		
13275	"PTB_WSJ"	"Globe"	"editor"	5	9	36264		
13278	"PTB_WSJ"	"GM"	"staff"	6	9	8194		
13279	"PTB_WSJ"	"GM"	"staffs"	13	16	8189		
13284	"PTB_WSJ"	"government"	"Council"	37	41	37184		
13285	"PTB_WSJ"	"government"	"ideologist"	15	18	26109		
13286	"PTB_WSJ"	"government"	"Ministry"	20	22	16467		
13287	"PTB_WSJ"	"government"	"witnesses"	18	21	15932		
13288	"PTB_WSJ"	"Governor"	"secretary"	30	34	17852		
13289	"PTB_WSJ"	"Green"	"attorneys"	11	13	5542		
13291	"PTB_WSJ"	"Group"	"analyst"	21	25	11493		
13292	"PTB_WSJ"	"group"	"attorney"	9	11	32771		
13294	"PTB_WSJ"	"group"	"committee"	30	33	18164		
13295	"PTB_WSJ"	"Group"	"committee"	15	18	35810		
13296	"PTB_WSJ"	"group"	"coordinator"	37	42	32029		
13297	"PTB_WSJ"	"GTE"	"contractor"	19	24	27290		
13304	"PTB_WSJ"	"her"	"agent"	9	12	11052		
13305	"PTB_WSJ"	"her"	"agent"	3	4	27015		
13306	"PTB_WSJ"	"her"	"cabinet"	17	18	7722		
13307	"PTB_WSJ"	"her"	"Cabinet"	39	40	7054		
							
13318	"PTB_WSJ"	"Hewlett-Packard"	"group"	30	33	26274		
13319	"PTB_WSJ"	"HIAA"	"counsel"	26	29	5985		
13330	"PTB_WSJ"	"his"	"army"	22	23	8794		
13331	"PTB_WSJ"	"his"	"army"	11	12	23669		
							
13337	"PTB_WSJ"	"his"	"board"	9	10	12027		
13338	"PTB_WSJ"	"his"	"board"	6	7	15488		
							
							
13346	"PTB_WSJ"	"his"	"chief"	17	19	36449		
13347	"PTB_WSJ"	"his"	"clerk"	14	16	933		
							
13355	"PTB_WSJ"	"his"	"emissaries"	13	14	17253		
13356	"PTB_WSJ"	"his"	"employees"	2	4	27228		
13888	"JB"	"his"	"following"	28	29	342	"Akela the Lone Wolf lay by the side of his rock as a sign that the leadership of the Pack was open , and Shere Khan with <b>his</b> <b>following</b> of scrap-fed wolves walked to and fro openly being flattered . "	
13357	"PTB_WSJ"	"his"	"force"	3	5	9198		
13358	"PTB_WSJ"	"his"	"forces"	3	5	23655		
13359	"PTB_WSJ"	"his"	"forces"	34	35	37372		
							
							
13363	"PTB_WSJ"	"His"	"hierarchy"	1	3	27900		
							
13369	"PTB_WSJ"	"his"	"lieutenants"	17	18	16362		
13370	"PTB_WSJ"	"his"	"men"	4	5	9967		
13371	"PTB_WSJ"	"his"	"minister"	18	20	17444		
13372	"PTB_WSJ"	"his"	"minister"	5	7	37472		
13373	"PTB_WSJ"	"his"	"Navy"	17	19	5830		
13377	"PTB_WSJ"	"his"	"outfielders"	17	18	6766		
13378	"PTB_WSJ"	"his"	"panel"	39	40	2614		
							
							
13394	"PTB_WSJ"	"his"	"students"	29	31	36331		
13395	"PTB_WSJ"	"his"	"subjects"	14	15	12278		
13396	"PTB_WSJ"	"his"	"troops"	17	18	36257		
13397	"PTB_WSJ"	"his"	"troops"	22	23	36298		
22343	"HDFRE"	"his"	"vassals"	15	16	2343	"As soon as the ambitious mind of Artaxerxes had triumphed ever the resistance of <b>his</b> <b>vassals</b> , he began to threaten the neighboring states , who , during the long slumber of his predecessors , had insulted Persia with impunity . "	
13398	"PTB_WSJ"	"his"	"workers"	18	19	5986		
13399	"PTB_WSJ"	"his"	"workers"	6	8	23008		
13400	"PTB_WSJ"	"Homes"	"agents"	53	59	19662		
13403	"PTB_WSJ"	"Hudson"	"researchers"	1	3	37871		
							
13408	"PTB_WSJ"	"Inc."	"force"	6	10	24247		
13411	"PTB_WSJ"	"Indonesia"	"board"	25	28	37485		
13412	"PTB_WSJ"	"industry"	"candidates"	39	44	2342		
13415	"PTB_WSJ"	"institute"	"economist"	36	39	4062		
13416	"PTB_WSJ"	"institute"	"staff"	15	17	36497		
13418	"PTB_WSJ"	"International"	"board"	3	6	29794		
13419	"PTB_WSJ"	"Iran"	"minister"	8	11	17684		
13420	"PTB_WSJ"	"Iraq"	"minister"	17	20	23712		
13421	"PTB_WSJ"	"Israel"	"army"	1	3	2884		
13422	"PTB_WSJ"	"its"	"adjusters"	20	24	11003		
13423	"PTB_WSJ"	"its"	"agent"	9	11	38765		
13424	"PTB_WSJ"	"its"	"agents"	7	9	27984		
13425	"PTB_WSJ"	"its"	"army"	20	22	5826		
13426	"PTB_WSJ"	"its"	"army"	9	11	30275		
13427	"PTB_WSJ"	"its"	"attorneys"	13	15	5283		
13428	"PTB_WSJ"	"its"	"broker"	32	33	29417		
13429	"PTB_WSJ"	"its"	"brokers"	20	22	7973		
13430	"PTB_WSJ"	"Its"	"builder"	1	3	20049		
13431	"PTB_WSJ"	"its"	"candidates"	15	16	14887		
13432	"PTB_WSJ"	"its"	"colonies"	14	16	34705		
13433	"PTB_WSJ"	"its"	"Committee"	20	22	22207		
13434	"PTB_WSJ"	"its"	"Committee"	6	9	30218		
13435	"PTB_WSJ"	"its"	"correspondent"	14	15	16359		
13436	"PTB_WSJ"	"its"	"crew"	8	10	8110		
13437	"PTB_WSJ"	"its"	"cuckoos"	14	16	35918		
13442	"PTB_WSJ"	"its"	"distributor"	8	12	5024		
13443	"PTB_WSJ"	"its"	"distributor"	26	28	13477		
13444	"PTB_WSJ"	"its"	"employees"	49	50	369		
13445	"PTB_WSJ"	"its"	"employees"	25	26	2243		
13446	"PTB_WSJ"	"its"	"employees"	15	17	4431		
13447	"PTB_WSJ"	"its"	"employees"	13	14	5658		
13448	"PTB_WSJ"	"its"	"employees"	14	15	8554		
13449	"PTB_WSJ"	"its"	"employees"	19	21	14403		
13450	"PTB_WSJ"	"its"	"employees"	17	18	15255		
13451	"PTB_WSJ"	"its"	"employees"	5	6	17556		
13452	"PTB_WSJ"	"its"	"employees"	37	39	18530		
13453	"PTB_WSJ"	"its"	"employees"	8	12	20028		
13454	"PTB_WSJ"	"its"	"employees"	17	18	20887		
13455	"PTB_WSJ"	"its"	"employees"	4	6	34523		
13456	"PTB_WSJ"	"its"	"employment"	23	25	5722		
13457	"PTB_WSJ"	"its"	"employment"	5	7	36027		
13458	"PTB_WSJ"	"its"	"engineers"	27	29	29468		
13459	"PTB_WSJ"	"its"	"engineers"	17	18	37847		
13469	"PTB_WSJ"	"its"	"experts"	21	22	5413		
13470	"PTB_WSJ"	"its"	"experts"	6	8	17421		
13471	"PTB_WSJ"	"its"	"experts"	5	7	29974		
13472	"PTB_WSJ"	"its"	"experts"	20	22	36761		
13473	"PTB_WSJ"	"its"	"faculty"	14	16	13632		
13474	"PTB_WSJ"	"its"	"firefighters"	8	9	34301		
13475	"PTB_WSJ"	"its"	"force"	6	8	19069		
13476	"PTB_WSJ"	"its"	"force"	5	7	20803		
13477	"PTB_WSJ"	"its"	"force"	7	9	21789		
13478	"PTB_WSJ"	"its"	"force"	9	11	22158		
13479	"PTB_WSJ"	"its"	"force"	25	27	22987		
13480	"PTB_WSJ"	"its"	"force"	9	11	22997		
13481	"PTB_WSJ"	"its"	"force"	18	20	23016		
13482	"PTB_WSJ"	"its"	"force"	3	7	23933		
13483	"PTB_WSJ"	"its"	"force"	10	12	30314		
13484	"PTB_WSJ"	"its"	"force"	35	37	35987		
13485	"PTB_WSJ"	"its"	"force"	16	18	38111		
13486	"PTB_WSJ"	"its"	"force"	24	26	38427		
13487	"PTB_WSJ"	"its"	"force"	8	10	8112		
13488	"PTB_WSJ"	"its"	"force"	7	11	9121		
13489	"PTB_WSJ"	"its"	"force"	9	14	9324		
13490	"PTB_WSJ"	"its"	"force"	11	14	9373		
13491	"PTB_WSJ"	"its"	"force"	7	10	9547		
13492	"PTB_WSJ"	"its"	"force"	10	12	17519		
13493	"PTB_WSJ"	"its"	"force"	12	15	17529		
13494	"PTB_WSJ"	"its"	"force"	25	27	5331		
13495	"PTB_WSJ"	"its"	"force"	10	13	5826		
13496	"PTB_WSJ"	"its"	"force"	32	35	5826		
13497	"PTB_WSJ"	"Its"	"force"	1	4	9376		
13498	"PTB_WSJ"	"its"	"forces"	18	20	15411		
13499	"PTB_WSJ"	"its"	"lawyers"	20	21	19981		
13500	"PTB_WSJ"	"its"	"managers"	29	31	4709		
13501	"PTB_WSJ"	"its"	"managers"	14	16	7674		
13502	"PTB_WSJ"	"its"	"managers"	21	23	27465		
13503	"PTB_WSJ"	"its"	"managers"	13	14	27475		
13504	"PTB_WSJ"	"its"	"manpower"	15	17	32546		
13505	"PTB_WSJ"	"its"	"minister"	14	17	17178		
13506	"PTB_WSJ"	"its"	"musicians"	29	30	17649		
13515	"PTB_WSJ"	"its"	"payroll"	26	29	34252		
13516	"PTB_WSJ"	"its"	"payroll"	13	15	36383		
13517	"PTB_WSJ"	"its"	"people"	21	24	20480		
13518	"PTB_WSJ"	"its"	"people"	7	8	32136		
13519	"PTB_WSJ"	"its"	"pilots"	6	7	1780		
13520	"PTB_WSJ"	"its"	"pilots"	12	13	1787		
13521	"PTB_WSJ"	"its"	"pilots"	14	16	23067		
13535	"PTB_WSJ"	"its"	"producers"	41	45	7238		
13536	"PTB_WSJ"	"its"	"producers"	18	20	15214		
13537	"PTB_WSJ"	"its"	"producers"	14	15	28644		
13538	"PTB_WSJ"	"its"	"prosecutors"	8	9	8200		
13539	"PTB_WSJ"	"its"	"raiser"	20	23	28340		
13540	"PTB_WSJ"	"its"	"ranks"	7	8	3879		
13541	"PTB_WSJ"	"its"	"salespeople"	16	17	28524		
13542	"PTB_WSJ"	"its"	"scientists"	4	5	24104		
13543	"PTB_WSJ"	"its"	"servants"	44	46	39175		
13544	"PTB_WSJ"	"its"	"specialists"	3	5	794		
13545	"PTB_WSJ"	"its"	"spy"	12	14	36310		
13546	"PTB_WSJ"	"its"	"spy"	17	21	36392		
13547	"PTB_WSJ"	"its"	"staff"	12	13	3875		
13548	"PTB_WSJ"	"its"	"staff"	17	19	3882		
13549	"PTB_WSJ"	"its"	"staff"	6	7	4508		
13550	"PTB_WSJ"	"its"	"staff"	10	12	7956		
13551	"PTB_WSJ"	"its"	"staff"	3	5	9194		
13552	"PTB_WSJ"	"its"	"staff"	10	12	10058		
13553	"PTB_WSJ"	"its"	"staff"	8	9	18451		
13554	"PTB_WSJ"	"its"	"staffers"	19	20	6607		
13555	"PTB_WSJ"	"its"	"subjects"	10	11	39175		
13556	"PTB_WSJ"	"its"	"union"	7	9	37847		
13557	"PTB_WSJ"	"its"	"witness"	12	14	21702		
13558	"PTB_WSJ"	"its"	"workers"	22	24	4520		
13559	"PTB_WSJ"	"its"	"workers"	25	27	5956		
13560	"PTB_WSJ"	"its"	"workers"	3	4	19765		
13561	"PTB_WSJ"	"its"	"workers"	3	5	34458		
13562	"PTB_WSJ"	"its"	"workers"	33	35	34500		
13563	"PTB_WSJ"	"Its"	"workers"	1	3	23048		
13575	"PTB_WSJ"	"judge"	"reporter"	27	30	4202		
13576	"PTB_WSJ"	"Justin"	"attorney"	1	3	38890		
13577	"PTB_WSJ"	"Kabul"	"force"	15	19	37355		
13578	"PTB_WSJ"	"Kabul"	"forces"	28	30	30683		
13579	"PTB_WSJ"	"Kean"	"commissioner"	16	20	27876		
13580	"PTB_WSJ"	"Kemp"	"staff"	13	16	32865		
13581	"PTB_WSJ"	"Kidder"	"brokers"	15	18	7679		
13586	"PTB_WSJ"	"Koch"	"consultant"	24	27	24577		
13587	"PTB_WSJ"	"Kodak"	"counsel"	6	9	39351		
13896	"JB"	"Kotick"	"seals"	17	19	1866	"But next spring , when they all met off the fishing banks of the Pacific , <b>Kotick</b> 's <b>seals</b> told such tales of the new beaches beyond Sea Cow 's tunnel that more and more seals left Novastoshnah . "	
13588	"PTB_WSJ"	"Kuwait"	"minister"	5	8	23715		
13589	"PTB_WSJ"	"Laff"	"attorney"	2	4	15933		
13591	"PTB_WSJ"	"league"	"commissioner"	19	21	206		
13592	"PTB_WSJ"	"league"	"player"	8	11	266		
13593	"PTB_WSJ"	"Lebanon"	"legislature"	39	41	19036		
13594	"PTB_WSJ"	"Lebanon"	"militias"	20	25	22061		
13597	"PTB_WSJ"	"Lesko"	"staff"	3	5	23281		
13601	"PTB_WSJ"	"Lloyd"	"broker"	11	13	20787		
13602	"PTB_WSJ"	"Lloyd"	"bureaucracy"	1	4	20809		
13604	"PTB_WSJ"	"Lynch"	"economist"	7	10	6993		
13605	"PTB_WSJ"	"Mac"	"group"	8	13	29661		
13606	"PTB_WSJ"	"magazine"	"sage"	33	37	241		
							
							
							
13614	"PTB_WSJ"	"Maynard"	"forces"	2	4	32780		
							
							
13620	"PTB_WSJ"	"Meredith"	"agents"	50	59	19662		
13622	"PTB_WSJ"	"Merrill"	"arbitragers"	1	4	4726		
13624	"PTB_WSJ"	"Michigan"	"Senate"	1	3	15393		
13625	"PTB_WSJ"	"Minh"	"Guerrillas"	15	17	23002		
2917	"PTB_WSJ"	"Mississippi"	"delegation"	30	33	34445		
13627	"PTB_WSJ"	"Mitchell"	"chief"	17	21	10031		
13630	"PTB_WSJ"	"Morishita"	"secretary"	19	21	11885		
13632	"PTB_WSJ"	"Moscow"	"military"	2	4	34840		
13633	"PTB_WSJ"	"movie"	"staff"	9	11	7249		
13642	"PTB_WSJ"	"Nashua"	"treasurer"	25	27	5998		
13644	"PTB_WSJ"	"Navy"	"forces"	23	27	38544		
13645	"PTB_WSJ"	"Navy"	"forces"	61	68	38544		
13646	"PTB_WSJ"	"navy"	"second-in-command"	15	17	23744		
							
13655	"PTB_WSJ"	"North"	"secretary"	5	8	12450		
13656	"PTB_WSJ"	"NSC"	"staff"	11	13	23238		
13657	"PTB_WSJ"	"Nutting"	"group"	21	24	20738		
13659	"PTB_WSJ"	"Oklahoma"	"regulator"	19	23	20621		
13660	"PTB_WSJ"	"OPEC"	"ministers"	10	13	23722		
13663	"PTB_WSJ"	"Orioles"	"winner"	9	14	196		
13664	"PTB_WSJ"	"our"	"analysts"	9	10	16356		
13665	"PTB_WSJ"	"our"	"Congress"	31	33	9439		
13666	"PTB_WSJ"	"our"	"engineers"	12	13	11840		
13667	"PTB_WSJ"	"our"	"group"	12	13	29363		
13668	"PTB_WSJ"	"our"	"people"	18	19	34993		
13669	"PTB_WSJ"	"our"	"people"	7	9	36372		
13670	"PTB_WSJ"	"our"	"people"	8	10	6576		
13671	"PTB_WSJ"	"our"	"pilot"	6	7	548		
13672	"PTB_WSJ"	"our"	"pilot"	9	10	561		
13673	"PTB_WSJ"	"Our"	"pilot"	1	2	550		
13674	"PTB_WSJ"	"our"	"pilots"	11	12	23062		
13676	"PTB_WSJ"	"Our"	"technician"	2	3	21354		
13677	"PTB_WSJ"	"our"	"troupes"	11	15	35057		
13678	"PTB_WSJ"	"PaineWebber"	"committee"	22	26	21128		
13682	"PTB_WSJ"	"panel"	"clerk"	25	27	22015		
13683	"PTB_WSJ"	"paper"	"chief"	26	29	27655		
13684	"PTB_WSJ"	"party"	"candidate"	24	26	30101		
13685	"PTB_WSJ"	"Party"	"Committee"	16	20	33859		
13885	"PTB_WSJ"	"party"	"delegation"	35	39	22002		
13686	"PTB_WSJ"	"Party"	"stooges"	10	14	17442		
13688	"PTB_WSJ"	"Peladeau"	"employees"	12	15	5221		
13689	"PTB_WSJ"	"Pentagon"	"strategists"	2	4	9559		
13690	"PTB_WSJ"	"People"	"Army"	10	13	33969		
13691	"PTB_WSJ"	"People"	"Deputies"	6	8	4364		
13696	"PTB_WSJ"	"Pinkerton"	"detective"	17	19	2172		
							
13702	"PTB_WSJ"	"plant"	"workers"	4	6	33672		
							
13707	"PTB_WSJ"	"project"	"contractor"	14	18	39560		
13710	"PTB_WSJ"	"Quayle"	"staff"	6	8	30581		
							
13719	"PTB_WSJ"	"Rockefeller"	"faculty"	10	12	25293		
							
							
13724	"PTB_WSJ"	"Sansui"	"engineers"	14	16	7345		
13729	"PTB_WSJ"	"Sears"	"personnel"	10	14	16455		
13731	"PTB_WSJ"	"SEC"	"chief"	6	10	14914		
13733	"PTB_WSJ"	"senate"	"committee"	33	36	17867		
13734	"PTB_WSJ"	"Senate"	"panel"	8	11	30688		
							
							
13737	"PTB_WSJ"	"Shea"	"committee"	11	16	24189		
13739	"PTB_WSJ"	"Sherwin"	"counsel"	22	24	21716		
13740	"PTB_WSJ"	"shipyard"	"contractors"	22	24	20261		
							
							
13744	"PTB_WSJ"	"Sony"	"attorney"	17	19	38892		
13747	"PTB_WSJ"	"Sotheby"	"spokeswoman"	3	5	34783		
13751	"PTB_WSJ"	"state"	"Board"	8	14	957		
13752	"PTB_WSJ"	"state"	"Committee"	6	10	32010		
13886	"PTB_WSJ"	"state"	"delegation"	3	5	17498		
13753	"PTB_WSJ"	"state"	"enforcers"	2	5	26840		
13754	"PTB_WSJ"	"state"	"judges"	20	23	937		
13757	"PTB_WSJ"	"Stearns"	"salesmen"	4	10	35360		
10947	"PTB_WSJ"	"Streisand"	"hairdresser"	13	15	28588		
13759	"PTB_WSJ"	"subsidiary"	"employees"	25	27	4814		
13762	"PTB_WSJ"	"Syria"	"troops"	20	23	30685		
13764	"PTB_WSJ"	"team"	"staff"	5	9	23349		
13765	"PTB_WSJ"	"Tele-Communications"	"counsel"	4	8	18435		
13767	"PTB_WSJ"	"Thatcher"	"cabinet"	26	28	376		
13768	"PTB_WSJ"	"Thatcher"	"cabinet"	41	43	7470		
13887	"JB"	"their"	"armies"	66	67	1222	"Then they sing long , long songs with odd native quavers at the end of them , and the day seems longer than most people 's whole lives , and perhaps they make a mud castle with mud figures of men and horses and buffaloes , and put reeds into the men 's hands , and pretend that they are kings and the figures are <b>their</b> <b>armies</b> , or that they are gods to be worshiped . "	
13772	"PTB_WSJ"	"their"	"brokers"	30	34	11621		
13773	"PTB_WSJ"	"their"	"brokers"	18	19	31174		
13774	"PTB_WSJ"	"their"	"brokers"	13	14	33517		
13775	"PTB_WSJ"	"their"	"cryptographers"	10	12	28863		
13776	"PTB_WSJ"	"their"	"doctor"	10	11	7773		
13777	"PTB_WSJ"	"their"	"doctors"	10	11	33766		
13778	"PTB_WSJ"	"their"	"drummer"	16	18	26442		
13779	"PTB_WSJ"	"their"	"editors"	6	7	1367		
13780	"PTB_WSJ"	"their"	"employees"	7	8	14025		
13781	"PTB_WSJ"	"their"	"employees"	17	19	19446		
13782	"PTB_WSJ"	"their"	"employees"	27	28	19972		
13783	"PTB_WSJ"	"their"	"employees"	12	13	24307		
13785	"PTB_WSJ"	"their"	"forces"	10	13	15258		
13786	"PTB_WSJ"	"their"	"forces"	31	33	27549		
22584	"HDFRE"	"their"	"infantry"	46	47	2584	"Though the horses of Germany were neither beautiful , swift , nor practised in the skilful evolutions of the Roman manege , several of the nations obtained renown by their cavalry ; but , in general , the principal strength of the Germans consisted in <b>their</b> <b>infantry</b> , which was drawn up in several deep columns , according to the distinction of tribes and families . "	
22776	"HDFRE"	"their"	"infantry"	56	60	2776	"* The present circle of Westphalia , the Landgraviate of Hesse , and the duchies of Brunswick and Luneburg , were the ancient of the Chauci who , in their inaccessible morasses , defied the Roman arms ; of the Cherusci , proud of the fame of Arminius ; of the Catti , formidable by <b>their</b> firm and intrepid <b>infantry</b> ; and of several other tribes of inferior power and renown . "	
13787	"PTB_WSJ"	"their"	"lawyers"	32	33	11191		
13788	"PTB_WSJ"	"their"	"legislators"	31	32	30116		
13789	"PTB_WSJ"	"their"	"people"	5	6	6831		
13790	"PTB_WSJ"	"their"	"people"	27	28	29956		
13791	"PTB_WSJ"	"their"	"press"	8	9	10820		
13792	"PTB_WSJ"	"their"	"receiver"	29	30	30500		
13795	"PTB_WSJ"	"their"	"salesmen"	8	9	26986		
13796	"PTB_WSJ"	"their"	"sharecroppers"	12	13	9408		
13797	"PTB_WSJ"	"their"	"soldier"	5	7	37330		
13798	"PTB_WSJ"	"their"	"staff"	42	43	14269		
13799	"PTB_WSJ"	"their"	"staffs"	8	9	11588		
13800	"PTB_WSJ"	"their"	"staffs"	15	16	14268		
13801	"PTB_WSJ"	"their"	"staffs"	15	17	30139		
13802	"PTB_WSJ"	"their"	"subordinates"	9	10	4575		
13803	"PTB_WSJ"	"their"	"teams"	6	10	33344		
13804	"PTB_WSJ"	"their"	"traders"	16	18	33460		
22542	"HDFRE"	"their"	"vassals"	46	47	2542	"The honorable gifts , bestowed by the chief on his brave companions , have been supposed , by an ingenious writer , to contain the first rudiments of the fiefs , distributed after the conquest of the Roman provinces , by the barbarian lords among <b>their</b> <b>vassals</b> , with a similar duty of homage and military service . "	
13805	"PTB_WSJ"	"their"	"workers"	12	14	5966		
13806	"PTB_WSJ"	"their"	"workers"	17	18	39298		
13807	"PTB_WSJ"	"Tiger"	"pilots"	12	14	23049		
13808	"PTB_WSJ"	"Tiger"	"pilots"	12	14	23061		
13810	"PTB_WSJ"	"TransCanada"	"consortium"	4	8	5374		
13817	"PTB_WSJ"	"Turkey"	"legislature"	1	3	2896		
13819	"PTB_WSJ"	"tycoon"	"secretary"	15	17	11891		
13820	"PTB_WSJ"	"U.S.S.R."	"Congress"	22	24	12866		
13822	"PTB_WSJ"	"UAL"	"pilots"	13	15	31870		
13823	"PTB_WSJ"	"UAL"	"union"	26	31	28384		
13824	"PTB_WSJ"	"UAL"	"unions"	1	6	15372		
13829	"PTB_WSJ"	"unit"	"representatives"	10	12	21794		
13830	"PTB_WSJ"	"United"	"employees"	13	17	38289		
13831	"PTB_WSJ"	"United"	"employees"	4	7	38306		
